College_Name,Districts,States,Ownership,Fees,Btech_Courses,Mtech_Courses,Rating
"BRABU Muzaffarpur - Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur",Muzaffarpur, Bihar,Government,   12.38 K,Null,Null,4.4/5
"BBAU Lucknow - Babasaheb Bhimrao Ambedkar University, Lucknow",Lucknow, Uttar Pradesh,Government,   1 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (3 Courses),4.4/5
"Baba Saheb Dr Bhimrao Ambedkar Government Polytechnic, Haidarpur, Auraiya",Auraiya, Uttar Pradesh,Government,   32.82 K,Null,Null,Null
"Babasaheb Gawde Institute of Technology, Mumbai",Mumbai, Maharashtra,Private,Null,Null,Null,Null
"Babasaheb Naik College of Engineering, Yavatmal",Pusad, Maharashtra,Private,   3.84 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (4 Courses),3.5/5
"Baba Vishwanath Institute of Technology, Azamgarh",Azamgarh, Uttar Pradesh,Private,Null,Null,Null,Null
"Baba Vishwanath Technical Institute, Deoria",Deoria, Uttar Pradesh,Private,Null,Null,Null,Null
"BBDEC Lucknow - Babu Banarasi Das Engineering College, Lucknow",Lucknow, Uttar Pradesh,Private,Null,B.E /B.Tech (3 Courses),Null,4.6/5
"BBDITM Lucknow - Babu Banarasi Das Institute of Technology and Management, Lucknow",Lucknow, Uttar Pradesh,Private,   4.24 L,B.E /B.Tech (8 Courses),Null,4.0/5
"BBDNIIT Lucknow - Babu Banarasi Das Northern India Institute of Technology, Lucknow",Lucknow, Uttar Pradesh,Private,   4.46 L,B.E /B.Tech (6 Courses),Null,4.2/5
"BBDU Lucknow - Babu Banarasi Das University, Lucknow",Lucknow, Uttar Pradesh,Private,   4 L,Null,Null,4.3/5
"Babu Banarsi Das Institute of Engineering Technology and Research Centre, Bulandshahr",Bulandshahr, Uttar Pradesh,Private,Null,Null,Null,1.5/5
"BBDIT Ghaziabad - Babu Banarsi Das Institute of Technology, Ghaziabad",Ghaziabad, Uttar Pradesh,Private,Null,B.E /B.Tech (8 Courses),M.E /M.Tech. (2 Courses),4.2/5
"BTIRT Sagar - Babulal Tarabai Institute of Research and Technology, Sagar",Sironja, Madhya Pradesh,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (7 Courses),3.2/5
"Babu Mohan Lal Arya Smarak Engineering College, Agra",Arsena, Uttar Pradesh,Private,   3 L,B.E /B.Tech (5 Courses),Null,4.0/5
"Babu Sant Bux Engineering College, Pratapgarh",Pratapgarh, Rajasthan,Private,Null,Null,Null,Null
"Babu Sant Bux Shivmurti Singh Engineering and Medico Institute, Pratapgarh",Pratapgarh, Uttar Pradesh,Private,Null,Null,Null,Null
"BSSITM Lucknow - Babu Sunder Singh Institute of Technology and Management, Lucknow",Lucknow, Uttar Pradesh,Private,Null,B.E /B.Tech (7 Courses),Null,4.0/5
"Babu Sushil Singh Institute of Polytechnic College, Azamgarh",Azamgarh, Uttar Pradesh,Private,Null,Null,Null,Null
"BACET Jamshedpur - BA College of Engineering and Technology, East Singhbhum",Jamshedpur, Jharkhand,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Badari Institute of Technology and Sciences for Women, Kakinada",Kakinada, Andhra Pradesh,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Baddiuzamakhan Institute of Polytechnic, Sitamarhi",Sitamarhi, Bihar,Government,Null,Null,Null,Null
"Baderia Global Institute of Engineering and Management, Jabalpur",Jabalpur, Madhya Pradesh,Private,Null,B.E /B.Tech (11 Courses),Null,4.5/5
"Badriprasad Institute of Technology, Sambalpur",Sambalpur, Odisha,Private,Null,Null,Null,Null
"Baghmundi Government Polytechnic, Baghmundi",Baghmundi, West Bengal,Government,   2.55 K,Null,Null,Null
"Bagula Mukhi College of Architecture and Planning, Bhopal",Mungalia Kot, Madhya Pradesh,Private,Null,Null,Null,Null
"Bagula Mukhi College of Technology, Bhopal",Mungalia Kot, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),M.E /M.Tech. (2 Courses),Null
"Baharagora Polytechnic, Baharagora",Baharagora, Jharkhand,Private,Null,Null,Null,4.0/5
"Bahra Polytechnic College, Patiala",Patiala, Punjab,Private,Null,Null,Null,Null
"Bahra University, Shimla",Shimla, Himachal Pradesh,Private,   5.21 L,B.E /B.Tech (12 Courses),M.E /M.Tech. (5 Courses),4.4/5
"Bahubali College of Engineering, Hassan",Uthenahalli, Karnataka,Private,Null,B.E /B.Tech (6 Courses),Null,4.0/5
"Baijnath Ramnaresh College of Technology, Azamgarh",Azamgarh, Uttar Pradesh,Private,Null,Null,Null,Null
"BIT Wardha - Bajaj Institute of Technology, Wardha",Wardha, Maharashtra,Private,   4.03 L,B.E /B.Tech (4 Courses),Null,4.5/5
"Bakhshi Polytechnic, Jaunpur",Machhali Shahar, Uttar Pradesh,Private,   90.45 K,Null,Null,Null
"Bakhtiyarpur College of Engineering, Patna",Patna, Bihar,Government,Null,B.E /B.Tech (6 Courses),Null,4.3/5
"Baksa Polytechnic, Baksa",Baksa, Assam,Government,Null,Null,Null,Null
"Balaghat Engineering College, Latur",Ahmedpur, Maharashtra,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Balaghat Polytechnic, Ahmedpur",Ahmedpur, Maharashtra,Private,Null,Null,Null,Null
"Balajee Polytechnic College, Vizianagaram",Vizianagaram, Andhra Pradesh,Private,Null,Null,Null,3.6/5
"Balaji Institute of Engineering and Management Studies, Nellore",Nellore, Andhra Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,Null
"Balaji Institute of Engineering and Sciences, Narsampet",Warangal, Telangana,Private,   1.40 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (6 Courses),5.0/5
"BITS Warangal - Balaji Institute of Technology and Science, Narsampet",Warangal, Telangana,Private,Null,B.E /B.Tech (9 Courses),M.E /M.Tech. (3 Courses),4.0/5
"Balaji Institute of Technology and Science Polytechnic, Rayagada",Rayagada, Odisha,Private,Null,Null,Null,Null
"Balaji Institute of Technology, Barwani",Kerwa, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Balaji Institute of Technology Management and Research, Rajnandgaon",Rajnandgaon, Chhattisgarh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Balaji Polytechnic College, Udaipur",Udaipur, Rajasthan,Private,Null,Null,Null,Null
"Balaji Polytechnic, Sawarla",Wani, Maharashtra,Private,Null,Null,Null,Null
"Balamani Arunachalam Educational and Charitable Trust's Group of Institution- Faculty of Engineering, Kancheepuram",Maraimalai Nagar, Tamil Nadu,Private,Null,B.E /B.Tech (4 Courses),M.E /M.Tech. (2 Courses),Null
"Balamani Arunachalam Engineering College, Kancheepuram",Sattamangalam, Tamil Nadu,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Balasaheb Mhatre Polytechnic, Thane",Thane, Maharashtra,Private,   96 K,Null,Null,Null
"Balasinor College of Polytechnic, Kheda",Kheda, Gujarat,Private,Null,Null,Null,Null
"BCET Balasore - Balasore College of Engineering and Technology, Balasore",Balasore, Odisha,Private,Null,B.E /B.Tech (8 Courses),M.E /M.Tech. (2 Courses),Null
"Balasore School of Engineering, Balasore",Balasore, Odisha,Private,   99 K,Null,Null,Null
"Baldev Ram Mirdha Institute of Technology East Campus, Sitapura",Jaipur, Rajasthan,Private,Null,B.E /B.Tech (5 Courses),Null,4.0/5
"BMIT Jaipur - Baldev Ram Mirdha Institute of Technology, Jaipur",Jaipur, Rajasthan,Private,   1.59 L,B.E /B.Tech (4 Courses),Null,3.2/5
"Baldwin Polytechnic, Bangalore",Bangalore, Karnataka,Private,   32.20 K,Null,Null,Null
"Bal Krishna Institute of Technology, Kota",Kherajagpura, Rajasthan,Private,   2.80 L,B.E /B.Tech (5 Courses),Null,Null
"BITM Bellary - Ballari Institute of Technology and Management, Bellary",Ballari, Karnataka,Private,   4.67 L,B.E /B.Tech (8 Courses),Null,4.5/5
"Ballari Rural Polytechnic, Ballari",Ballari, Karnataka,Private,Null,Null,Null,Null
"Ballarpur Institute of Technology, Chandrapur",Balharshah, Maharashtra,Private,   3.36 L,B.E /B.Tech (7 Courses),Null,4.1/5
"BSSA Mumbai - Balwant Sheth School of Architecture, Mumbai",Mumbai, Maharashtra,Private,   25.13 L,Null,Null,4.3/5
"BHU Varanasi - Banaras Hindu University, Varanasi",Varanasi, Uttar Pradesh,Government,Null,Null,Null,4.4/5
"Banaras Institute of Polytechnic and Engineering, Varanasi",Varanasi, Uttar Pradesh,Private,Null,Null,Null,Null
"Banasthali Vidyapith, Banasthali",Pilani, Rajasthan,Private,   6.16 L,B.E /B.Tech (10 Courses),M.E /M.Tech. (9 Courses),4.5/5
"BSIT Hyderabad - Bandari Srinivas Institute of Technology, Ranga Reddy",Hyderabad, Telangana,Private,Null,B.E /B.Tech (5 Courses),Null,3.1/5
"Bangalore Baptist Hospital, Bangalore",Bangalore, Karnataka,Government,Null,Null,Null,Null
"BCET Bangalore - Bangalore College of Engineering and Technology, Bangalore",Bangalore, Karnataka,Private,Null,B.E /B.Tech (7 Courses),Null,4.0/5
"BIT Bangalore - Bangalore Institute of Technology, Bangalore",Bangalore, Karnataka,Private,   2.37 L,B.E /B.Tech (15 Courses),Null,4.0/5
"BTI Bangalore - Bangalore Technological Institute, Bangalore",Bangalore, Karnataka,Private,   3.96 L,B.E /B.Tech (7 Courses),Null,3.4/5
"Bangalore University - Bangalore University, Bangalore",Bangalore, Karnataka,Government,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (24 Courses),4.4/5
"Bangurnagar Arts Science and Commerce College, Dandeli",Dandeli, Karnataka,Private,Null,Null,Null,Null
"Bankey Bihari Polytechnic College, Ferozpur",Ferozpur, Punjab,Private,Null,Null,Null,Null
"Bankura Christian College, Durgapur",Bankura, West Bengal,Government,   13.39 K,Null,Null,4.3/5
"Bankura Government Polytechnic, Bankura",Kalpathar, West Bengal,Government,Null,Null,Null,Null
"Bankura University, Bankura",Bankura, West Bengal,Government,   13.39 K,Null,Null,Null
"Bankura Unnayani Institute of Engineering, Bankura",Pohabagan, West Bengal,Private,   3.48 L,B.E /B.Tech (7 Courses),M.E /M.Tech. (2 Courses),3.3/5
"BIT Sathy - Bannari Amman Institute of Technology, Erode",Erode, Tamil Nadu,Private,   3 L,B.E /B.Tech (22 Courses),Null,4.0/5
"Bansal College of Engineering, Mandideep",Itaya Kalan, Madhya Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,3.1/5
"Bansal Institute of Engineering and Technology, Lucknow",Lucknow, Uttar Pradesh,Private,Null,B.E /B.Tech (10 Courses),M.E /M.Tech. (3 Courses),3.3/5
"Bansal Institute of Engineering and Technology, Meerut",Meerut, Uttar Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,4.2/5
"Bansal Institute of Research and Technology, Bhopal",Bhopal, Madhya Pradesh,Private,   4 L,B.E /B.Tech (6 Courses),Null,4.2/5
"Bansal Institute of Research, Technology and Science, Bhopal",Bhopal, Madhya Pradesh,Private,   2.20 L,B.E /B.Tech (3 Courses),Null,3.5/5
"Bansal Institute of Research Technology and Science, Bhopal",Bhopal, Madhya Pradesh,Private,   4 L,B.E /B.Tech (5 Courses),Null,4.0/5
"BIST Bhopal - Bansal Institute of Science and Technology, Bhopal",Bhopal, Madhya Pradesh,Private,   4 L,B.E /B.Tech (7 Courses),M.E /M.Tech. (3 Courses),3.3/5
"Bansur Polytechnic College, Bansur",Bansur, Rajasthan,Private,Null,Null,Null,Null
"Banwarilal Bhalotia College, Asansol",Asansol, West Bengal,Government,   14.01 K,Null,Null,3.4/5
"BEC Bapatla - Bapatla Engineering College, Bapatla",Bapatla, Andhra Pradesh,Private,   2.44 L,B.E /B.Tech (17 Courses),M.E /M.Tech. (5 Courses),3.6/5
"Bapatla Polytechnic, Bapatla",Bapatla, Andhra Pradesh,Private,Null,Null,Null,Null
"BWEC Bapatla - Bapatla Women's Engineering College, Bapatla",Bapatla, Andhra Pradesh,Private,Null,B.E /B.Tech (4 Courses),Null,3.8/5
"Bapu Institute of Technology and Management, Morena",Morena, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,4.0/5
"BIET Davangere - Bapuji Institute of Engineering and Technology, Davangere",Davanagere, Karnataka,Private,   5.19 L,B.E /B.Tech (14 Courses),M.E /M.Tech. (3 Courses),3.3/5
"Bapuji Polytechnic, Shabanur",Davanagere, Karnataka,Private,Null,Null,Null,Null
"BDCE Wardha - Bapurao Deshmukh College of Engineering, Wardha",Wardha, Maharashtra,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (5 Courses),3.0/5
"Barak Valley Engineering College, Karimganj",Karimganj, Assam,Government,Null,B.E /B.Tech (4 Courses),Null,4.7/5
"Barapada School of Engineering and Technology, Bhadrak",Barapada, Odisha,Private,Null,Null,Null,Null
"BUCC Batala - Baring Union Christian College, Batala",Batala, Punjab,Government,   28.60 K,Null,Null,3.0/5
"BU Bhopal - Barkatullah University, Bhopal",Bhopal, Madhya Pradesh,Government,   1.71 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (4 Courses),3.7/5
"BUIT Bhopal - Barkatullah University Institute of Technology, Barkatullah University, Bhopal",Bhopal, Madhya Pradesh,Government,   1.71 L,B.E /B.Tech (5 Courses),M.E /M.Tech. (4 Courses),3.5/5
"Barnala Polytechnic College, Barnala",Barnala, Punjab,Private,   72.65 K,Null,Null,Null
"Barpeta Polytechnic, Barpeta",Barpeta, Assam,Government,Null,Null,Null,Null
"Barrackpore Rastraguru Surendranath College, Barrackpore",Barrackpore, West Bengal,Government,Null,Null,Null,3.9/5
"Barrister Ranjit Mohanty International Institute of Technology, Khordha",Bhubaneswar, Odisha,Private,   79.50 K,B.E /B.Tech (5 Courses),Null,Null
"Baruipur Government Polytechnic, Kolkata",Kolkata, West Bengal,Government,Null,Null,Null,Null
"Barunei Institute of Engineering and Technology, Khurda",Khurda, Odisha,Private,   71.10 K,Null,Null,Null
"Basantika Institute of Engineering and Technology, Birbhum",Gonpur, West Bengal,Private,Null,Null,Null,Null
"Basava Academy of Engineering, Bangalore",Bangalore, Karnataka,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Basavakalyan Engineering College, Bidar",Bidar, Karnataka,Private,Null,B.E /B.Tech (7 Courses),Null,Null
"Basavakalyan Polytechnic College, Bidar",Basavakalyan, Karnataka,Private,Null,Null,Null,Null
"Basavaraju Krishna Bai Laxmi Educational Society Group of Institutions Faculty of Engineering, Ibrahimpatnam",Ibrahimpatnam, Telangana,Private,Null,B.E /B.Tech (2 Courses),Null,Null
"Basav Engineering School of Technology, Zalki",Zalki, Karnataka,Private,Null,B.E /B.Tech (4 Courses),Null,Null
"Baselios Mathews II College of Engineering, Kollam",Kollam, Kerala,Private,Null,B.E /B.Tech (8 Courses),Null,3.5/5
"Baselios Poulose II Catholicos College, Ernakulam",Ernakulam, Kerala,Private,Null,Null,Null,Null
"Baselios Thomas I Catholicose College of Engineering and Technology, Ernakulam",Ernakulam, Kerala,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Basirhat Government Polytechnic, Basirhat",Basirhat, West Bengal,Government,   4.09 K,Null,Null,Null
"Bavisgam B Ed College, Anand",Anand, Gujarat,Private,Null,Null,Null,Null
"BBK DAV College for Women, Amritsar",Amritsar, Punjab,Private,Null,Null,Null,4.0/5
"BBS College of Engineering and Technology, Allahabad",Phaphamau, Uttar Pradesh,Private,   3 L,B.E /B.Tech (4 Courses),Null,5.0/5
"BCARE Institute of Management and Technology, Berhampore",Kanfala, West Bengal,Private,Null,Null,Null,Null
"BCM Polytechnic, Jhajjar",Bakhtawarpur Alias Rayya, Haryana,Private,Null,Null,Null,Null
"BCN Polytechnic, Gadag",Gadag, Karnataka,Private,Null,Null,Null,Null
"Beacon Institute of Technology, Meerut",Meerut, Uttar Pradesh,Private,Null,Null,Null,3.9/5
"Bearys Enviro Architecture Design School, Mangalore",Boliyar, Karnataka,Private,Null,Null,Null,Null
"Bearys Institute of Technology, Mangalore",Boliyar, Karnataka,Private,Null,B.E /B.Tech (5 Courses),Null,5.0/5
"Beehive College of Engineering and Technology, Dehradun",Selakui, Uttarakhand,Private,   1.86 L,B.E /B.Tech (5 Courses),Null,1.0/5
"Behala College, Kolkata",Kolkata, West Bengal,Government,   28.65 K,Null,Null,4.3/5
"Behala Government Polytechnic, Kolkata",Behala, West Bengal,Government,Null,Null,Null,Null
"Behara Polytechnic, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Private,   74.60 K,Null,Null,4.3/5
"Behara Subhakar Polytechnic, Visakhapatnam",Visakhapatnam, Andhra Pradesh,Private,   14.10 K,Null,Null,4.7/5
"Believers Church Caarmel Engineering College, Ranni",Pathanamthitta, Kerala,Private,Null,B.E /B.Tech (6 Courses),Null,3.6/5
"Bellamkonda Polytechnic College, Prakasam",Prakasam, Andhra Pradesh,Private,Null,Null,Null,Null
"Bells Institute of Management and Technology, Shimla",Shimla, Himachal Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Benaiah Institute of Technology and Sciences, Rajahmundry",Rajahmundry, Andhra Pradesh,Private,Null,Null,Null,Null
"Bengal College of Engineering and Technology, Durgapur",Durgapur, West Bengal,Private,Null,B.E /B.Tech (7 Courses),Null,3.8/5
"Bengal College of Engineering, Durgapur",Durgapur, West Bengal,Private,Null,B.E /B.Tech (3 Courses),Null,3.2/5
"Bengal College of Polytechnic, Durgapur",Durgapur, West Bengal,Private,   97 K,Null,Null,Null
"Bengal Institute of Polytechnic, Hetampur",Hetampur, West Bengal,Private,   1.10 L,Null,Null,Null
"BITM Santiniketan - Bengal Institute of Technology and Management, Santiniketan",Gopalnagar, West Bengal,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (3 Courses),3.8/5
"Bengal Institute of Technology, Bardhaman",Burdwan, West Bengal,Government,   2.56 K,Null,Null,Null
"Bengal Institute of Technology, Kolkata",Kolkata, West Bengal,Private,Null,B.E /B.Tech (7 Courses),Null,3.9/5
"Bengaluru City University, Bengaluru",Bangalore, Karnataka,Government,Null,Null,Null,Null
"Bennett University, Greater Noida",Greater Noida, Uttar Pradesh,Private,Null,B.E /B.Tech (6 Courses),Null,4.3/5
"Berhampore Polytechnic College, Murshidabad",Berhampore, West Bengal,Private,   54 K,Null,Null,Null
"Berhampur City College, Berhampur",Ganjam, Odisha,Private,Null,Null,Null,3.8/5
"Berhampur School of Engineering and Technology, Berhampur",Berhampur, Odisha,Private,Null,Null,Null,Null
"Berhampur University - Berhampur University, Berhampur",Berhampur, Odisha,Government,   9.52 K,Null,Null,4.2/5
"BESIT Bangalore - BES Institute of Technology, Bangalore",Bangalore, Karnataka,Private,Null,Null,Null,Null
"Best School of Architecture, Tumkur",Tumkur, Karnataka,Private,Null,Null,Null,Null
"Bethesda Institute of Technology and Science, Gwalior",Banarpura, Madhya Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Bethlahem Institute of Engineering, Kanyakumari",Karungal, Tamil Nadu,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (6 Courses),Null
"BET Polytechnic, Mandya",Mandya, Karnataka,Private,Null,Null,Null,Null
"BFIT Dehradun - BFIT Group of Institutions, Dehradun",Dehradun, Uttarakhand,Private,Null,B.E /B.Tech (5 Courses),Null,4.5/5
"BGS College of Engineering and Technology, Bengaluru",Bangalore, Karnataka,Private,   15 L,Null,Null,Null
"BGSIT Mandya - BGS Institute of Technology, Mandya",Metimellahalli, Karnataka,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (4 Courses),4.5/5
"BGS Polytechnic, Chickballapur",Chikkaballapura, Karnataka,Private,Null,Null,Null,Null
"BGS School of Architecture and Planning, Bengaluru",Bangalore, Karnataka,Private,Null,Null,Null,Null
"Bhaavya Technical Institute, Agra",Agra, Uttar Pradesh,Private,Null,Null,Null,Null
"Bhabha College of Engineering, Bhopal",Bhopal, Madhya Pradesh,Private,Null,B.E /B.Tech (7 Courses),M.E /M.Tech. (4 Courses),Null
"Bhabha College of Engineering, Ramabai Nagar",Mitrasenpur Kahinjari, Uttar Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,1.0/5
"Bhabha Engineering Research Institute, Bhopal",Bhopal, Madhya Pradesh,Private,   1.76 L,B.E /B.Tech (7 Courses),M.E /M.Tech. (5 Courses),Null
"Bhabha Institute of Science and Technology, Ramabai Nagar",Birtiyana Shiwali, Uttar Pradesh,Private,Null,B.E /B.Tech (5 Courses),Null,Null
"Bhabha Institute of Technology, Kanpur Dehat",Kanpur Dehat, Uttar Pradesh,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (3 Courses),Null
"Bhabha University, Bhopal",Bhopal, Madhya Pradesh,Private,   1.76 L,B.E /B.Tech (7 Courses),M.E /M.Tech. (5 Courses),3.5/5
"Bhadrak Engineering School and Technology, Bhadrak",Asurali, Odisha,Private,Null,Null,Null,Null
"BIET Bhadrak - Bhadrak Institute of Engineering and Technology, Bhadrak",Bhadrak, Odisha,Private,Null,B.E /B.Tech (6 Courses),M.E /M.Tech. (4 Courses),4.2/5
